Season,Episode,Character,Line
1,A Flight to Remember,Fry," I'll tell them you went out prying the wedding ring off his cold, dead finger."
1,A Flight to Remember,Bender," I love you, buddy!"
1,A Flight to Remember,Bender, Countess? Countess?
1,A Flight to Remember,Countess, Bender!
1,A Flight to Remember,Countess, I fell through the deck.
1,A Flight to Remember,Bender," Are you hurt, my sweet?"
1,A Flight to Remember,Countess, No. Luckily a family broke my fall.
1,A Flight to Remember,Bender, Just hang on! I'll take care of that fire!
1,A Flight to Remember,Countess," Bender, you risked your life to save me."
1,A Flight to Remember,Bender," And I'd do it again. And perhaps a third time. But that would be it. When we kiss, I feel like I'm standing waist-deep in a pool of cold, rising water."
1,A Flight to Remember,Leela, Hurry! The escape pods should be just ahead!
1,A Flight to Remember,Hermes, Faster!
1,A Flight to Remember,Leela, It won't move. And the door release is on the other side.
1,A Flight to Remember,Fry, Then we're dead meat. No one could squeeze under there!
1,A Flight to Remember,Hermes," No one, except a legendary limbo champion."
1,A Flight to Remember,LaBarbara," Oh, Hermes!"
1,A Flight to Remember,Hermes, Ooh! It's been a while. This one is for that little kid who's limbo-ing up in heaven right now.
1,A Flight to Remember,LaBarbara," That's my man, alright, baby, limbo!"
1,A Flight to Remember,Hermes," I still got the moves! Zoidberg, lower the door another inch."
1,A Flight to Remember,LaBarbara," Just go on through and hit the release, you hot dog!"
1,A Flight to Remember,Hermes," Yes, dear."
1,A Flight to Remember,LaBarbara, That's my man!
1,A Flight to Remember,Amy," Yay, Hermes!"
1,A Flight to Remember,Hermes," Uh, can somebody help me up?"
1,A Flight to Remember,Countess," Well, now what are we going to do?"
1,A Flight to Remember,Bender, Wait a second. Aren't you a member of the yacht club?
1,A Flight to Remember,Countess," By God, you're right! I'm a class-3 yacht."
1,A Flight to Remember,Farnsworth, Thank God there are plenty of escape pods. We won't have to dress up like women and children.
1,A Flight to Remember,Leela, We can't leave yet. We've got to wait for Bender. The high gravity must be slowing down his looting.
1,A Flight to Remember,Mrs. Wong, Amy!
1,A Flight to Remember,Amy, Mom? Dad? You're alive!
1,A Flight to Remember,Mr. Wong," Yeah, but so what? The important thing is we found you a new man."
1,A Flight to Remember,Mrs. Wong, A captain.
1,A Flight to Remember,Amy," Uh, Mom, I don't-- Hi!"
1,A Flight to Remember,Kif, Hello!
1,A Flight to Remember,Farnsworth, I don't feel well!
1,A Flight to Remember,Fry, Look! It's our nebula. Whenever I see it I'll think back to that moment when we almost-- Never mind!
1,A Flight to Remember,Hermes, Everyone else is off the ship. Where in Babylon is Bender?
1,A Flight to Remember,Leela, I don't know. But we can't wait any longer.
1,A Flight to Remember,Fry," Goodbye, Bender."
1,A Flight to Remember,Bender, Wait for us!
1,A Flight to Remember,Leela, Something's wrong. We're two metric tons overweight.
1,A Flight to Remember,Amy," Well, it's not me!"
1,A Flight to Remember,Fry, Look!
1,A Flight to Remember,Countess," I'm slipping, Bender. The pull is too strong!"
1,A Flight to Remember,Bender," I can't live without you. If you let go, I let go!"
1,A Flight to Remember,Countess," No! You have too much to live for. It may hurt for a while but one day you'll share your love again. After all, it's shareware."
1,A Flight to Remember,Bender, Don't talk like that. Tragic romances always have a happy ending.
1,A Flight to Remember,Countess, Farewell!
1,A Flight to Remember,Bender, No!
1,A Flight to Remember,Bender, She's gone.
1,A Flight to Remember,Leela," But she saved all our lives. Without her, we're light enough to get away."
1,A Flight to Remember,Fry," Don't cry, Bender. Nobody really knows what happens in a black hole. It's possible she's still alive in another dimension somewhere. Right, Professor?"
1,A Flight to Remember,Farnsworth," Oh, yes, absolutely! Not a chance!"
1,A Flight to Remember,Bender, At least I'll always have her bracelet! What do you think it's worth?
1,A Flight to Remember,Hermes," It's fake, mon!"
6,The Mutants Are Revolting,Farnsworth," Good news, everyone. We've been hired to make our 100th delivery."
6,The Mutants Are Revolting,Zoidberg, 100!
6,The Mutants Are Revolting,Hermes, That's almost 10 per year.
6,The Mutants Are Revolting,Bender," This calls for a party, baby. I'm ordering a hundred kegs, a hundred hookers, and a hundred Elvis impersonators who aren't above a little hooking, should the occasion arise!"
6,The Mutants Are Revolting,Elzar," Be very gentle, folks. This is the soufflé you'll be delivering to Mrs. Astor."
6,The Mutants Are Revolting,Bender," Oh my God, it's Elzar! Hi, Elzar! Great soufflé, Elzar!"
6,The Mutants Are Revolting,Elzar," Whatever you do, don't drop it. See, Mrs. Astor takes nitroglycerine for her heart, and being a class act, she prefers it in soufflé form. Bam."
6,The Mutants Are Revolting,Farnsworth," To prevent the soufflé from exploding, Bender will carry it. He's gyroscopically stable."
6,The Mutants Are Revolting,Farnsworth," Look, Mrs. Astor's mansion, just across that rickety rope bridge."
6,The Mutants Are Revolting,Amy," Wow, it's ricketier than it looks. You'd better try to jump it, Bender."
6,The Mutants Are Revolting,Bender," Okay, let me back up for a running start."
6,The Mutants Are Revolting,Hobsy, I shall inform Mrs. Astor that the circus is in town.
6,The Mutants Are Revolting,Hobsy," Your soufflé, Madam."
6,The Mutants Are Revolting,Mrs. Astor," I shall take it here, under my fork."
6,The Mutants Are Revolting,Zoidberg, Where's the exploding?
6,The Mutants Are Revolting,Hobsy, One does not explode in Mrs. Astor's face.
6,The Mutants Are Revolting,Mrs. Astor, I couldn't eat another bite. Hobsy?
6,The Mutants Are Revolting,Mrs. Astor," Well done, sir. Have you a name?"
6,The Mutants Are Revolting,Farnsworth," Hubert Farnsworth, at your service."
6,The Mutants Are Revolting,Mrs. Astor," A Farnsworth, you say? Well, if I'm not mistaken, the Farnsworths have been in New New York for almost two hundred years."
6,The Mutants Are Revolting,Farnsworth," Yes, I have."
6,The Mutants Are Revolting,Fry, And I'm his uncle!
6,The Mutants Are Revolting,Mrs. Astor, How charmingly unconventional.
6,The Mutants Are Revolting,Fry, I can eat a hotdog underwater.
6,The Mutants Are Revolting,Mrs. Astor," Say, would you Farnsworths care to be my guests tomorrow at the Astor Endowment Fundraiser? All the best families will be there."
6,The Mutants Are Revolting,Fry, We can take 'em.
6,The Mutants Are Revolting,Mrs. Astor," On April 10, 2912, my late husband and I set off down Fifth Avenue aboard the Land Titanic, the largest street-going vessel ever built. Just four days into her maiden voyage, as we approached 32 Street, the line-liner struck a mailbox and went down.  2000 souls were lost that day, including my dear husband. In loving memory, I established the Mr. Astor Endowment, which this year supports the United Mutant Scholarship Fund."
6,The Mutants Are Revolting,Fry, Mutants? That's the kind of thing you are.
6,The Mutants Are Revolting,Leela," Shh. You know mutants aren't allowed on the surface. If anyone asks, say I'm an alien, remember?"
6,The Mutants Are Revolting,Fry, Right. You gonna finish that roll?
6,The Mutants Are Revolting,Leela, Shh.
6,The Mutants Are Revolting,Mrs. Astor, Now a short film about those pitiable creatures so in need of our charity.
6,The Mutants Are Revolting,Narrator," Far beneath the everyday rumble of limousines and poodle feet, there toil a downtrodden people even less well off than the upper middle class. The noble sewer mutants. For you see, generations of exposure to toxic sewage mutated them into horrific monsters!"
6,The Mutants Are Revolting,Leela, Shut up!
6,The Mutants Are Revolting,Narrator," These industrious, uh, people, I guess, maintain the various pipes and poop chutes that keep decent, above-ground society functioning. And where do these proud toileteers learn their menial skills? At Brown University, the nation's premier institution of lower learning. So please, give generously, knowing some poor helpless mutant will thank you. Not in person, thank God!"
6,The Mutants Are Revolting,Leela," Well, that was disturbing."
6,The Mutants Are Revolting,Mrs. Astor," Oh, I understand, dear. They are hideous."
6,The Mutants Are Revolting,Leela," Look, I guess you mean well, but isn't that university just a tax-deductible sewer-cleaning service?"
6,The Mutants Are Revolting,Mrs. Astor," My dear, that school is about much more than sewer pipes."
6,The Mutants Are Revolting,Leela, Really?
6,The Mutants Are Revolting,Mrs. Astor," It's also about keeping those filthy things busy. There are thousands of them down there, breeding like rats."
6,The Mutants Are Revolting,Royalty girl, My great uncle once saw a rat.
6,The Mutants Are Revolting,Mrs. Astor," If we don't keep them busy, they'll start jabbering on about equal rights in their ill-bred manner."
6,The Mutants Are Revolting,Leela," Let's go. If I say one more thing, I might say it with my evening boot."
6,The Mutants Are Revolting,Mrs. Astor, Well! Rarely have I never!
6,The Mutants Are Revolting,Fry," Please, don't blame Leela. She's just a little ill-bred. You know how mutants are."
6,The Mutants Are Revolting,Mrs. Astor, You companion is a mutant?
6,The Mutants Are Revolting,Fry," But if anyone asks, say she's an alien."
6,The Mutants Are Revolting,Mrs. Astor, Help! Police!
6,The Mutants Are Revolting,URL," You may have eluded the authorities, but don't nothing get past Mrs. Astor."
6,The Mutants Are Revolting,Leela, What's gonna happen to me?
6,The Mutants Are Revolting,Smitty," Permanent deportation, you mutant."
6,The Mutants Are Revolting,URL," You going downtown, baby. Way down."
6,The Mutants Are Revolting,Raoul, Incoming!
6,The Mutants Are Revolting,Leela," Thanks, Colonel."
6,The Mutants Are Revolting,Colonel," Just doing my job, ma'am."
6,The Mutants Are Revolting,Leela," Oh, Mom, Dad, I can't believe I have to spend the rest of my life in this hellhole. I'm sorry."
6,The Mutants Are Revolting,Turanga Munda," It's okay, sweetie. Now that you're here, this hellhole feels more like a nice, regular hole."
6,The Mutants Are Revolting,Turanga Morris," What do ya say we go get some sewer coffee, sewer cake, and Safeway ice cream?"
6,The Mutants Are Revolting,Bender," Well, the bottom's all stocked with cheap stuff. Who's in the mood to party? Whoo!"
6,The Mutants Are Revolting,Fry," Poor, Leela. I feel like I ruined her life."
6,The Mutants Are Revolting,Hermes, You did ruin her life.
6,The Mutants Are Revolting,Fry," You might be right, Hermes."
6,The Mutants Are Revolting,Hermes, I am right.
6,The Mutants Are Revolting,Fry, I almost feel like we should do something to help her.
6,The Mutants Are Revolting,Hermes, We should do something!
6,The Mutants Are Revolting,Fry," I don't care what you say, Hermes. Let's go."
6,The Mutants Are Revolting,Fry," Oh, mighty mayor. We're here about Turanga Leela."
6,The Mutants Are Revolting,Poopenmeyer, You mean Leela?
6,The Mutants Are Revolting,Fry," Right. I mean sure, she's a mutant, we've known that for years. But we kept it a secret because she's a fine, upstanding..."
6,The Mutants Are Revolting,Poopenmeyer, Wait. You knowingly attempted to harbor a mutant?
6,The Mutants Are Revolting,Hermes, We did harbor a mutant! Uh-oh.
6,The Mutants Are Revolting,Munda," Look, Leela, there's Old Filthful."
6,The Mutants Are Revolting,Leela, Urgh!
6,The Mutants Are Revolting,Morris," And there's the West Side Pipeway. If those guys slack off for even a second, it could explode. Hey, guys! This is my daughter, Leela."
6,The Mutants Are Revolting,Morris," Well, they're with the chuds, now."
6,The Mutants Are Revolting,Leela," These conditions are deplorable. I swear, I hate every single person on the surface for making us live like this."
6,The Mutants Are Revolting,Fry, Leela!
6,The Mutants Are Revolting,Leela, What are you doing here?
6,The Mutants Are Revolting,Amy, We were sentence to two weeks in the sewer for harboring a mutant.
6,The Mutants Are Revolting,Zoidberg, Three dollars at the drug store.
6,The Mutants Are Revolting,Fry," I'm so sorry I ratted you out, but, you know, after two weeks down here, I'll truly understand the plight of the mutant people."
6,The Mutants Are Revolting,Leela, How dare you? You wanna understand something? Look at that lake. One dip in that toxic muck and your DNA will be permanently mutated. You'll grow a camel hump or a Zoidberg face.
6,The Mutants Are Revolting,Zoidberg, Urgh!
6,The Mutants Are Revolting,Leela, You wanna know what it's like to be a mutant? Jump in and go for a swim.
6,The Mutants Are Revolting,Fry," I would, but I ate a bunch of potato salad, so..."
6,The Mutants Are Revolting,Leela," Yeah, that's what I thought. You are all surface."
6,The Mutants Are Revolting,Bender," Fry! Hermes! Where my humans are? Ah, who cares? It is on."
6,The Mutants Are Revolting,Horrible Gelatinous Blob," Hey, hey, hey."
6,The Mutants Are Revolting,Hedonism Bot, I trust the orgy pit has been scraped and buttered?
6,The Mutants Are Revolting,Bender," You know it, and there's mini-quiches, too."
6,The Mutants Are Revolting,Hermes, It's getting cold and smelly. My odor-eaters(?) are going critical.
6,The Mutants Are Revolting,Zoidberg, Maybe we can plotz in that giant cockle.
6,The Mutants Are Revolting,Amy," Shmeepers, it's the Land Titanic, the biggest and onlyest land boat ever constructed..."
6,The Mutants Are Revolting,Hermes, This was one hell of a bus.
6,The Mutants Are Revolting,Zoidberg," Well, everyone debone a bunk and get some shut-eye."
6,The Mutants Are Revolting,Farnsworth," Zoidberg, show some respect! This is a sacred shrine to the thousands who lost their lives."
6,The Mutants Are Revolting,Amy," Hey, I found a safe!"
6,The Mutants Are Revolting,Farnsworth, It's coming loose. Hand me some more of that cruise director. The original passenger manifests.
6,The Mutants Are Revolting,Hermes, Spreadsheets were so elegant back then.
6,The Mutants Are Revolting,Farnsworth, Just one other item.
6,The Mutants Are Revolting,Amy," It's jewelry. Jewelry! It's jewelry, people!"
6,The Mutants Are Revolting,Farnsworth, It's a priceless quantum-force gemerald.
